type	publication_id	year	journal	title	authors	publish_date	citation_count	citation_count_category	relative_citation_ratio	rcr_range	nih_percentile	doi	project.queried_project_id
publication	28648948	2017	J Thorac Oncol	Randomized Phase II Study Comparing Prophylactic Cranial Irradiation Alone to Prophylactic Cranial Irradiation and Consolidative Extracranial Irradiation for Extensive-Disease Small Cell Lung Cancer (ED SCLC): NRG Oncology RTOG 0937.	Elizabeth M Gore, Chen Hu, Alexander Y Sun, Daniel F Grimm, Suresh S Ramalingam, Neal E Dunlap, Kristin A Higgins, Maria Werner-Wasik, Aaron M Allen, Puneeth Iyengar, Gregory M M Videtic, Russell K Hales, Ronald C McGarry, James J Urbanic, Anthony T Pu, Candice A Johnstone, Volker W Stieber, Rebecca Paulus, Jeffrey D Bradley	1-Oct-2017	68	>=20	3.95	2 to 5	90.4	10.1016/j.jtho.2017.06.015	U24CA180803
publication	28653829	2017	ACS Chem Neurosci	Development and Characterization of a Hydroxyl-Sulfonamide Analogue, 5-Chloro-N-[2-(4-hydroxysulfamoyl-phenyl)-ethyl]-2-methoxy-benzamide, as a Novel NLRP3 Inflammasome Inhibitor for Potential Treatment of Multiple Sclerosis.	Chunqing Guo, Jacob W Fulp, Yuqi Jiang, Xia Li, Jeremy E Chojnacki, Jingde Wu, Xiang-Yang Wang, Shijun Zhang	18-Oct-2017	36	>=20	2.11	2 to 5	76.5	10.1021/acschemneuro.7b00124	R01CA099326
publication	28654381	2017	Mol Imaging	Preclinical Multimodal Molecular Imaging Using 18F-FDG PET/CT and MRI in a Phase I Study of a Knee Osteoarthritis in In Vivo Canine Model.	Maria I Menendez, Bianca Hettlich, Lai Wei, Michael V Knopp	1-Jan-2017	9	5 to 9	0.82	0.8 to 1.25	43.1	10.1177/1536012117697443	U24CA180803
publication	28657667	2017	Cancer	Germline genetic variants in men with prostate cancer and one or more additional cancers.	Patrick G Pilié, Anna M Johnson, Kristen L Hanson, Megan E Dayno, Ashley L Kapron, Elena M Stoffel, Kathleen A Cooney	15-Oct-2017	27	>=20	1.35	1.25 to 2	61.5	10.1002/cncr.30817	P50CA186786
publication	28666115	2017	Cell	IFNγ-Dependent Tissue-Immune Homeostasis Is Co-opted in the Tumor Microenvironment.	Christopher J Nirschl, Mayte Suárez-Fariñas, Benjamin Izar, Sanjay Prakadan, Ruth Dannenfelser, Itay Tirosh, Yong Liu, Qian Zhu, K Sanjana P Devi, Shaina L Carroll, David Chau, Melika Rezaee, Tae-Gyun Kim, Ruiqi Huang, Judilyn Fuentes-Duculan, George X Song-Zhao, Nicholas Gulati, Michelle A Lowes, Sandra L King, Francisco J Quintana, Young-Suk Lee, James G Krueger, Kavita Y Sarin, Charles H Yoon, Levi Garraway, Aviv Regev, Alex K Shalek, Olga Troyanskaya, Niroshana Anandasabapathy	29-Jun-2017	94	>=20	3.76	2 to 5	89.6	10.1016/j.cell.2017.06.016	R01AR070234
publication	28674079	2017	Cancer Res	Nuclear CD24 Drives Tumor Growth and Is Predictive of Poor Patient Prognosis.	Jason E Duex, Charles Owens, Ana Chauca-Diaz, Garrett M Dancik, Lauren A Vanderlinden, Debashis Ghosh, Mariah Z Leivo, Donna E Hansel, Dan Theodorescu	15-Sep-2017	11	10 to 14	0.56	0.5 to 0.8	30.3	10.1158/0008-5472.CAN-17-0367	R01CA143971
publication	28684606	2017	Mol Biol Cell	Cell and tissue mechanics: the new cell biology frontier.	Valerie Marie Weaver	7-Jul-2017	19	15 to 19	1.11	0.8 to 1.25	54.2	10.1091/mbc.E17-05-0320	R01CA192914
publication	28686535	2017	J Clin Oncol	Prospective Evaluation of Magnetic Resonance Imaging and [18F]Fluorodeoxyglucose Positron Emission Tomography-Computed Tomography at Diagnosis and Before Maintenance Therapy in Symptomatic Patients With Multiple Myeloma Included in the IFM/DFCI 2009 Trial: Results of the IMAJEM Study.	Philippe Moreau, Michel Attal, Denis Caillot, Margaret Macro, Lionel Karlin, Laurent Garderet, Thierry Facon, Lotfi Benboubker, Martine Escoffre-Barbe, Anne-Marie Stoppa, Kamel Laribi, Cyrille Hulin, Aurore Perrot, Gerald Marit, Jean-Richard Eveillard, Florence Caillon, Caroline Bodet-Milin, Brigitte Pegourie, Veronique Dorvaux, Carine Chaleteix, Kenneth Anderson, Paul Richardson, Nikhil C Munshi, Herve Avet-Loiseau, Aurelie Gaultier, Jean-Michel Nguyen, Benoit Dupas, Eric Frampas, Françoise Kraeber-Bodere	1-Sep-2017	140	>=20	9.12	> 5	97.7	10.1200/JCO.2017.72.2975	P01CA155258
publication	28691930	2017	J Clin Invest	Ly6Clo monocytes drive immunosuppression and confer resistance to anti-VEGFR2 cancer therapy.	Keehoon Jung, Takahiro Heishi, Omar F Khan, Piotr S Kowalski, Joao Incio, Nuh N Rahbari, Euiheon Chung, Jeffrey W Clark, Christopher G Willett, Andrew D Luster, Seok Hyun Yun, Robert Langer, Daniel G Anderson, Timothy P Padera, Rakesh K Jain, Dai Fukumura	1-Aug-2017	73	>=20	3.46	2 to 5	88.2	10.1172/JCI93182	R01CA208205
publication	28700829	2017	Anal Chem	Fast, Sensitive, and Quantitative Point-of-Care Platform for the Assessment of Drugs of Abuse in Urine, Serum, and Whole Blood.	Ying Li, Uvaraj Uddayasankar, Bangshun He, Ping Wang, Lidong Qin	15-Aug-2017	16	15 to 19	1.27	1.25 to 2	59.2	10.1021/acs.analchem.7b01288	R21CA191179
publication	28701397	2017	J Virol	B Cell-Specific Expression of Ataxia-Telangiectasia Mutated Protein Kinase Promotes Chronic Gammaherpesvirus Infection.	Eric J Darrah, Joseph M Kulinski, Wadzanai P Mboko, Gang Xin, Laurent P Malherbe, Stephen B Gauld, Weiguo Cui, Vera L Tarakanova	12-Sep-2017	6	5 to 9	0.35	0.2 to 0.5	18.4	10.1128/JVI.01103-17	R01CA203923
publication	28706277	2017	Nat Commun	DNA binding drives the association of BRG1/hBRM bromodomains with nucleosomes.	Emma A Morrison, Julio C Sanchez, Jehnna L Ronan, Daniel P Farrell, Katayoun Varzavand, Jenna K Johnson, Brian X Gu, Gerald R Crabtree, Catherine A Musselman	14-Jul-2017	35	>=20	1.61	1.25 to 2	67.9	10.1038/ncomms16080	R01CA163915
publication	28710250	2017	J Immunol	Near-Infrared 1064 nm Laser Modulates Migratory Dendritic Cells To Augment the Immune Response to Intradermal Influenza Vaccine.	Kaitlyn Morse, Yoshifumi Kimizuka, Megan P K Chan, Mai Shibata, Yusuke Shimaoka, Shu Takeuchi, Benjamin Forbes, Christopher Nirschl, Binghao Li, Yang Zeng, Roderick T Bronson, Wataru Katagiri, Ayako Shigeta, Ruxandra F Sîrbulescu, Huabiao Chen, Rhea Y Y Tan, Kosuke Tsukada, Timothy Brauns, Jeffrey Gelfand, Ann Sluder, Joseph J Locascio, Mark C Poznansky, Niroshana Anandasabapathy, Satoshi Kashiwagi	15-Aug-2017	13	10 to 14	0.85	0.8 to 1.25	44.2	10.4049/jimmunol.1601873	R01AR070234
publication	28720577	2017	Cancer Res	Lysyl Oxidase-like Protein LOXL2 Promotes Lung Metastasis of Breast Cancer.	Fernando Salvador, Alberto Martin, Celia López-Menéndez, Gema Moreno-Bueno, Vanesa Santos, Alberto Vázquez-Naharro, Patricia G Santamaria, Saleta Morales, Pierre R Dubus, Laura Muinelo-Romay, Rafael López-López, Jason C Tung, Valerie M Weaver, Francisco Portillo, Amparo Cano	1-Nov-2017	57	>=20	2.92	2 to 5	84.8	10.1158/0008-5472.CAN-16-3152	R01CA192914
publication	28721904	2017	Int J Radiat Oncol Biol Phys	Treatment Planning System Calculation Errors Are Present in Most Imaging and Radiation Oncology Core-Houston Phantom Failures.	James R Kerns, Francesco Stingo, David S Followill, Rebecca M Howell, Adam Melancon, Stephen F Kry	1-Aug-2017	29	>=20	4.2	2 to 5	91.2	10.1016/j.ijrobp.2017.03.049	U24CA180803
publication	28726085	2017	J Mol Med (Berl)	MicroRNAs in mucosal inflammation.	Viola Neudecker, Xiaoyi Yuan, Jessica L Bowser, Holger K Eltzschig	1-Sep-2017	29	>=20	1.91	1.25 to 2	73.5	10.1007/s00109-017-1568-7	P50CA098258
publication	28730928	2017	Mol Imaging	Feasibility of Na18F PET/CT and MRI for Noninvasive In Vivo Quantification of Knee Pathophysiological Bone Metabolism in a Canine Model of Post-traumatic Osteoarthritis.	Maria I Menendez, Bianca Hettlich, Lai Wei, Michael V Knopp	1-Dec-2017	10	10 to 14	1.06	0.8 to 1.25	52.5	10.1177/1536012117714575	U24CA180803
publication	28732227	2017	Virology	ATM supports gammaherpesvirus replication by attenuating type I interferon pathway.	Eric J Darrah, Kyle P Stoltz, Mitchell Ledwith, Vera L Tarakanova	1-Oct-2017	3	<=4	0.14	< 0.2	6.9	10.1016/j.virol.2017.07.014	R01CA203923
publication	28734174	2017	Curr Opin Immunol	Old and new adjuvants.	Amy S McKee, Philippa Marrack	1-Aug-2017	105	>=20	6.05	> 5	95.2	10.1016/j.coi.2017.06.005	P01AI118688
publication	28745029	2018	Allergy	ADAM10 and Notch1 on murine dendritic cells control the development of type 2 immunity and IgE production.	S R Damle, R K Martin, C L Cockburn, J C Lownik, J A Carlyon, A D Smith, D H Conrad	1-Jan-2018	15	15 to 19	0.99	0.8 to 1.25	49.8	10.1111/all.13261	R01AI018697
publication	28759485	2018	Anesth Analg	Targeting Hypoxia Signaling for Perioperative Organ Injury.	Xiaoyi Yuan, Jae W Lee, Jessica L Bowser, Viola Neudecker, Srikanth Sridhar, Holger K Eltzschig	1-Jan-2018	32	>=20	2.56	2 to 5	81.8	10.1213/ANE.0000000000002288	P50CA098258
publication	28760232	2017	Endocrinol Metab Clin North Am	Biochemical Testing in Neuroendocrine Tumors.	Vidya Aluri, Joseph S Dillon	1-Sep-2017	18	15 to 19	1.55	1.25 to 2	66.6	10.1016/j.ecl.2017.04.004	P50CA174521
publication	28763097	2017	CA Cancer J Clin	Obesity and adverse breast cancer risk and outcome: Mechanistic insights and strategies for intervention.	Manuel Picon-Ruiz, Cynthia Morata-Tarifa, Janeiro J Valle-Goffin, Eitan R Friedman, Joyce M Slingerland	1-Sep-2017	239	>=20	15.12	> 5	99.1	10.3322/caac.21405	R01CA210440
publication	28775207	2017	Cancer Immunol Res	Development of Aggressive Pancreatic Ductal Adenocarcinomas Depends on Granulocyte Colony Stimulating Factor Secretion in Carcinoma Cells.	Michael W Pickup, Philip Owens, Agnieszka E Gorska, Anna Chytil, Fei Ye, Chanjuan Shi, Valerie M Weaver, Raghu Kalluri, Harold L Moses, Sergey V Novitskiy	1-Sep-2017	23	>=20	1.11	0.8 to 1.25	54.3	10.1158/2326-6066.CIR-16-0311	R01CA192914
publication	28783718	2017	Nature	Integrative clinical genomics of metastatic cancer.	Dan R Robinson, Yi-Mi Wu, Robert J Lonigro, Pankaj Vats, Erin Cobain, Jessica Everett, Xuhong Cao, Erica Rabban, Chandan Kumar-Sinha, Victoria Raymond, Scott Schuetze, Ajjai Alva, Javed Siddiqui, Rashmi Chugh, Francis Worden, Mark M Zalupski, Jeffrey Innis, Rajen J Mody, Scott A Tomlins, David Lucas, Laurence H Baker, Nithya Ramnath, Ann F Schott, Daniel F Hayes, Joseph Vijai, Kenneth Offit, Elena M Stoffel, J Scott Roberts, David C Smith, Lakshmi P Kunju, Moshe Talpaz, Marcin Cieślik, Arul M Chinnaiyan	17-Aug-2017	359	>=20	17.01	> 5	99.3	10.1038/nature23306	P50CA186786
publication	28798196	2017	J Appl Physiol (1985)	The hypoxia-adenosine link during inflammation.	Jessica L Bowser, Jae W Lee, Xiaoyi Yuan, Holger K Eltzschig	1-Nov-2017	49	>=20	3.12	2 to 5	86.2	10.1152/japplphysiol.00101.2017	P50CA098258
publication	28800031	2017	Melanoma Res	Risk factors for development of melanoma brain metastasis and disease progression: a single-center retrospective analysis.	Laura J Gardner, Morgan Ward, Robert H I Andtbacka, Kenneth M Boucher, Glen M Bowen, Tawnya L Bowles, Adam L Cohen, Kenneth Grossmann, Ying J Hitchcock, Sheri L Holmen, John Hyngstrom, Hung Khong, Martin McMahon, Marcus M Monroe, Carolyn B Ross, Gita Suneja, David Wada, Douglas Grossman	1-Oct-2017	11	10 to 14	0.58	0.5 to 0.8	31.2	10.1097/CMR.0000000000000382	R01CA121118
publication	28814605	2017	J Immunol	ADAM10-Mediated ICOS Ligand Shedding on B Cells Is Necessary for Proper T Cell ICOS Regulation and T Follicular Helper Responses.	Joseph C Lownik, Andrea J Luker, Sheela R Damle, Lauren Folgosa Cooley, Riham El Sayed, Andreas Hutloff, Costantino Pitzalis, Rebecca K Martin, Mohey Eldin M El Shikh, Daniel H Conrad	1-Oct-2017	21	>=20	0.99	0.8 to 1.25	49.9	10.4049/jimmunol.1700833	R01AI018697
publication	28817835	2017	Br J Cancer	History of thyroid disease and survival of ovarian cancer patients: results from the Ovarian Cancer Association Consortium, a brief report.	Albina N Minlikeeva, Jo L Freudenheim, Rikki A Cannioto, Kevin H Eng, J Brian Szender, Paul Mayor, John L Etter, Daniel W Cramer, Brenda Diergaarde, Jennifer A Doherty, Thilo Dörk, Robert Edwards, Anna deFazio, Grace Friel, Marc T Goodman, Peter Hillemanns, Estrid Høgdall, Allan Jensen, Susan J Jordan, Beth Y Karlan, Susanne K Kjær, Rüdiger Klapdor, Keitaro Matsuo, Mika Mizuno, Christina M Nagle, Kunle Odunsi, Lisa Paddock, Mary Anne Rossing, Joellen M Schildkraut, Barbara Schmalfeldt, Brahm H Segal, Kristen Starbuck, Kathryn L Terry, Penelope M Webb, Emese Zsiros, Roberta B Ness, Francesmary Modugno, Elisa V Bandera, Jenny Chang-Claude, Kirsten B Moysich	26-Sep-2017	9	5 to 9	0.69	0.5 to 0.8	37.2	10.1038/bjc.2017.267	R01CA188900
publication	28819022	2017	Cancer Res	β-Adrenergic Signaling in Mice Housed at Standard Temperatures Suppresses an Effector Phenotype in CD8+ T Cells and Undermines Checkpoint Inhibitor Therapy.	Mark J Bucsek, Guanxi Qiao, Cameron R MacDonald, Thejaswini Giridharan, Lauren Evans, Brian Niedzwecki, Haichao Liu, Kathleen M Kokolus, Jason W-L Eng, Michelle N Messmer, Kristopher Attwood, Scott I Abrams, Bonnie L Hylander, Elizabeth A Repasky	15-Oct-2017	79	>=20	4.33	2 to 5	91.7	10.1158/0008-5472.CAN-17-0546	R01CA099326
publication	28820751	2017	Adv Anat Pathol	Importance of PCR-based Tumor Testing in the Evaluation of Lynch Syndrome-associated Endometrial Cancer.	Amanda S Bruegl, Annessa Kernberg, Russell R Broaddus	1-Nov-2017	3	<=4	0.13	< 0.2	6.4	10.1097/PAP.0000000000000169	P50CA098258
publication	28821601	2017	Mol Cell Proteomics	High Sensitivity Quantitative Proteomics Using Automated Multidimensional Nano-flow Chromatography and Accumulated Ion Monitoring on Quadrupole-Orbitrap-Linear Ion Trap Mass Spectrometer.	Paolo Cifani, Alex Kentsis	1-Nov-2017	21	>=20	1.27	1.25 to 2	59.3	10.1074/mcp.RA117.000023	R01CA204396
publication	28835615	2017	Sci Rep	Logic programming reveals alteration of key transcription factors in multiple myeloma.	Bertrand Miannay, Stéphane Minvielle, Olivier Roux, Pierre Drouin, Hervé Avet-Loiseau, Catherine Guérin-Charbonnel, Wilfried Gouraud, Michel Attal, Thierry Facon, Nikhil C Munshi, Philippe Moreau, Loïc Campion, Florence Magrangeas, Carito Guziolowski	23-Aug-2017	13	10 to 14	0.68	0.5 to 0.8	36.3	10.1038/s41598-017-09378-9	P01CA155258
publication	28843293	2017	J Invest Dermatol	Langerhans Cells Orchestrate T<sub>FH</sub>-Dependent Humoral Immunity.	Trupti Vardam, Niroshana Anandasabapathy	1-Sep-2017	4	<=4	0.21	0.2 to 0.5	10.8	10.1016/j.jid.2017.06.014	R01AR070234
publication	28843371	2017	Int J Radiat Oncol Biol Phys	Pencil Beam Algorithms Are Unsuitable for Proton Dose Calculations in Lung.	Paige A Taylor, Stephen F Kry, David S Followill	1-Nov-2017	85	>=20	9.3	> 5	97.8	10.1016/j.ijrobp.2017.06.003	U24CA180803
publication	28847007	2017	Nature	Homeostatic control of metabolic and functional fitness of T<sub>reg</sub> cells by LKB1 signalling.	Kai Yang, Daniel Bastardo Blanco, Geoffrey Neale, Peter Vogel, Julian Avila, Clary B Clish, Chuan Wu, Sharad Shrestha, Sherri Rankin, Lingyun Long, Anil Kc, Hongbo Chi	31-Aug-2017	95	>=20	4.02	2 to 5	90.6	10.1038/nature23665	R01CA221290
publication	28850934	2017	Cancer Epidemiol	Association between the neighborhood obesogenic environment and colorectal cancer risk in the Multiethnic Cohort.	Alison J Canchola, Salma Shariff-Marco, Juan Yang, Cheryl Albright, Andrew Hertz, Song-Yi Park, Yurii B Shvetsov, Kristine R Monroe, Loïc Le Marchand, Scarlett Lin Gomez, Lynne R Wilkens, Iona Cheng	1-Oct-2017	5	5 to 9	0.38	0.2 to 0.5	20.2	10.1016/j.canep.2017.08.009	U01CA164973
publication	28851690	2017	Cancer Prev Res (Phila)	Tobacco-Specific Carcinogens Induce Hypermethylation, DNA Adducts, and DNA Damage in Bladder Cancer.	Feng Jin, Jose Thaiparambil, Sri Ramya Donepudi, Venkatrao Vantaku, Danthasinghe Waduge Badrajee Piyarathna, Suman Maity, Rashmi Krishnapuram, Vasanta Putluri, Franklin Gu, Preeti Purwaha, Salil Kumar Bhowmik, Chandrashekar R Ambati, Friedrich-Carl von Rundstedt, Florian Roghmann, Sebastian Berg, Joachim Noldus, Kimal Rajapakshe, Daniel Gödde, Stephan Roth, Stephan Störkel, Stephan Degener, George Michailidis, Benny Abraham Kaipparettu, Balasubramanyam Karanam, Martha K Terris, Shyam M Kavuri, Seth P Lerner, Farrah Kheradmand, Cristian Coarfa, Arun Sreekumar, Yair Lotan, Randa El-Zein, Nagireddy Putluri	1-Oct-2017	29	>=20	1.76	1.25 to 2	70.9	10.1158/1940-6207.CAPR-17-0198	P50CA186786
publication	28854952	2017	Genome Med	Clinical implications of neoepitope landscapes for adult and pediatric cancers.	Yang-Yang Feng, Obi L Griffith, Malachi Griffith	31-Aug-2017	2	<=4	0.07	< 0.2	3.7	10.1186/s13073-017-0470-9	U01CA209936
publication	28855350	2017	Clin Cancer Res	Macrophages Facilitate Resistance to Anti-VEGF Therapy by Altered VEGFR Expression.	Heather J Dalton, Sunila Pradeep, Michael McGuire, Yared Hailemichael, Shaolin Ma, Yasmin Lyons, Guillermo N Armaiz-Pena, Rebecca A Previs, Jean Marie Hansen, Rajesha Rupaimoole, Vianey Gonzalez-Villasana, Min Soon Cho, Sherry Y Wu, Lingegowda S Mangala, Nicholas B Jennings, Wei Hu, Robert Langley, Hong Mu, Michael Andreeff, Menashe Bar-Eli, Willem Overwijk, Prahlad Ram, Gabriel Lopez-Berestein, Robert L Coleman, Anil K Sood	15-Nov-2017	40	>=20	2.09	2 to 5	76.2	10.1158/1078-0432.CCR-17-0647	P50CA098258
publication	28860471	2017	Sci Rep	High-throughput analysis of N-glycans using AutoTip via glycoprotein immobilization.	Shuang Yang, David Clark, Yang Liu, Shuwei Li, Hui Zhang	31-Aug-2017	14	10 to 14	1.09	0.8 to 1.25	53.6	10.1038/s41598-017-10487-8	U24CA210985
publication	28860563	2017	Sci Rep	PIK3CA exon9 mutations associate with reduced survival, and are highly concordant between matching primary tumors and metastases in endometrial cancer.	Siv Mjos, Henrica M J Werner, Even Birkeland, Frederik Holst, Anna Berg, Mari K Halle, Ingvild L Tangen, Kanthida Kusonmano, Karen K Mauland, Anne M Oyan, Karl-Henning Kalland, Aurélia E Lewis, Gordon B Mills, Camilla Krakstad, Jone Trovik, Helga B Salvesen, Erling A Hoivik	31-Aug-2017	12	10 to 14	0.49	0.2 to 0.5	26.4	10.1038/s41598-017-10717-z	P50CA098258
publication	28862765	2017	Med Phys	An FMEA evaluation of intensity modulated radiation therapy dose delivery failures at tolerance criteria levels.	Jacqueline Tonigan Faught, Peter A Balter, Jennifer L Johnson, Stephen F Kry, Laurence E Court, Francesco C Stingo, David S Followill	1-Nov-2017	7	5 to 9	0.84	0.8 to 1.25	43.9	10.1002/mp.12551	U24CA180803
publication	28864456	2017	Cancer Epidemiol Biomarkers Prev	History of Comorbidities and Survival of Ovarian Cancer Patients, Results from the Ovarian Cancer Association Consortium.	Albina N Minlikeeva, Jo L Freudenheim, Kevin H Eng, Rikki A Cannioto, Grace Friel, J Brian Szender, Brahm Segal, Kunle Odunsi, Paul Mayor, Brenda Diergaarde, Emese Zsiros, Linda E Kelemen, Martin Köbel, Helen Steed, Anna deFazio, Susan J Jordan, Peter A Fasching, Matthias W Beckmann, Harvey A Risch, Mary Anne Rossing, Jennifer A Doherty, Jenny Chang-Claude, Marc T Goodman, Thilo Dörk, Robert Edwards, Francesmary Modugno, Roberta B Ness, Keitaro Matsuo, Mika Mizuno, Beth Y Karlan, Ellen L Goode, Susanne K Kjær, Estrid Høgdall, Joellen M Schildkraut, Kathryn L Terry, Daniel W Cramer, Elisa V Bandera, Lisa E Paddock, Lambertus A Kiemeney, Leon F A G Massuger, Rebecca Sutphen, Hoda Anton-Culver, Argyrios Ziogas, Usha Menon, Simon A Gayther, Susan J Ramus, Aleksandra Gentry-Maharaj, Celeste L Pearce, Anna H Wu, Jolanta Kupryjanczyk, Allan Jensen, Penelope M Webb, Kirsten B Moysich	1-Sep-2017	7	5 to 9	0.53	0.5 to 0.8	28.7	10.1158/1055-9965.EPI-17-0367	R01CA188900
publication	28866885	2017	J Proteome Res	Targeted Proteomic Analyses of Histone H4 Acetylation Changes Associated with Homologous-Recombination-Deficient High-Grade Serous Ovarian Carcinomas.	Stefani N Thomas, Lijun Chen, Yang Liu, Naseruddin Höti, Hui Zhang	6-Oct-2017	6	5 to 9	0.3	0.2 to 0.5	15.6	10.1021/acs.jproteome.7b00405	U24CA210985
publication	28869863	2017	J Mol Graph Model	Understanding molecular interactions between scavenger receptor A and its natural product inhibitors through molecular modeling studies.	Piyusha P Pagare, Saheem A Zaidi, Xiaomei Zhang, Xia Li, Xiaofei Yu, Xiang-Yang Wang, Yan Zhang	1-Oct-2017	2	<=4	0.15	< 0.2	7.6	10.1016/j.jmgm.2017.08.013	R01CA099326
