type	publication_id	pmc_id	year	journal	title	authors	publish_date	citation_count	relative_citation_ratio	rcr_range	nih_percentile	doi	project.project_id
publication	31771646	PMC6880565	2019	Genome Med	Immune receptor repertoires in pediatric and adult acute myeloid leukemia.	"Jian Zhang, Xihao Hu, Jin Wang, Avinash Das Sahu, David Cohen, Li Song, Zhangyi Ouyang, Jingyu Fan, Binbin Wang, Jingxin Fu, Shengqing Gu, Moshe Sade-Feldman, Nir Hacohen, Wuju Li, Xiaomin Ying, Bo Li, X Shirley Liu"		10	1.01	0.8 to 1.25	50.7	10.1186/s13073-019-0681-3	1U24CA224316-01
publication	31086186	PMC6513865	2019	Nat Commun	Collagen-rich airway smooth muscle cells are a metastatic niche for tumor colonization in the lung.	"Yu-Cheng Lee, Antonina V Kurtova, Jing Xiao, Fotis Nikolos, Kazukuni Hayashi, Zoe Tramel, Antrix Jain, Fengju Chen, Mithil Chokshi, Ciaran Lee, Gang Bao, Xiang Zhang, Jianjun Shen, Qianxing Mo, Sung Yun Jung, David Rowley, Keith Syson Chan"		10	1.02	0.8 to 1.25	50.9	10.1038/s41467-019-09878-4	3R01CA175397-07S1
publication	30193908	PMC6395563	2019	Biomaterials	Microfluidic devices for disease modeling in muscle tissue.	"Mollie M Smoak, Hannah A Pearce, Antonios G Mikos"		6	1.03	0.8 to 1.25	51.3	10.1016/j.biomaterials.2018.08.059	3R01CA180279-05S1
publication	30376847	PMC6208012	2018	BMC Health Serv Res	"Implementing universal Lynch syndrome screening (IMPULSS): protocol for a multi-site study to identify strategies to implement, adapt, and sustain genomic medicine programs in different organizational contexts."	"Alanna Kulchak Rahm, Deborah Cragun, Jessica Ezzell Hunter, Mara M Epstein, Jan Lowery, Christine Y Lu, Pamala A Pawloski, Ravi N Sharaf, Su-Ying Liang, Andrea N Burnett-Hartman, James M Gudgeon, Jing Hao, Susan Snyder, Radhika Gogoi, Ilene Ladd, Marc S Williams"		14	1.03	0.8 to 1.25	51.2	10.1186/s12913-018-3636-2	1R01CA211723-01A1
publication	30684301	PMC6658355	2019	Vet Comp Oncol	Metastatic immune infiltrates correlate with those of the primary tumour in canine osteosarcoma.	"Sita S Withers, Daniel York, Jin W Choi, Kevin D Woolard, Renee Laufer-Amorim, Ellen E Sparger, Jenna H Burton, Stephen J McSorley, Arta M Monjazeb, William J Murphy, Robert J Canter, Robert B Rebhun"		7	1.03	0.8 to 1.25	51.3	10.1111/vco.12459	1U01CA224166-01
publication	31874858	PMC7985597	2020	Cancer Res	Topological Tumor Graphs: A Graph-Based Spatial Model to Infer Stromal Recruitment for Immunosuppression in Melanoma Histology.	"Henrik Failmezger, Sathya Muralidhar, Antonio Rullan, Carlos E de Andrea, Erik Sahai, Yinyin Yuan"		5	1.04	0.8 to 1.25		10.1158/0008-5472.CAN-19-2268	1U2CCA233254-01
publication	32575123	PMC8209563	2020	Blood	Novel inhibitors of the histone methyltransferase DOT1L show potent antileukemic activity in patient-derived xenografts.	"Florian Perner, Jayant Y Gadrey, Yijun Xiong, Charles Hatton, Benjamin K Eschle, Andreas Weiss, Frédéric Stauffer, Christoph Gaul, Ralph Tiedt, Jennifer A Perry, Scott A Armstrong, Andrei V Krivtsov"		6	1.04	0.8 to 1.25		10.1182/blood.2020006113	5R01CA176745-09
publication	33207246	PMC7887758	2020	Cell Metab	Protein Prenylation Drives Discrete Signaling Programs for the Differentiation and Maintenance of Effector T<sub>reg</sub> Cells.	"Wei Su, Nicole M Chapman, Jun Wei, Hu Zeng, Yogesh Dhungana, Hao Shi, Jordy Saravia, Peipei Zhou, Lingyun Long, Sherri Rankin, Anil Kc, Peter Vogel, Hongbo Chi"		5	1.05	0.8 to 1.25		10.1016/j.cmet.2020.10.022	5R01CA221290-02
publication	31340155	PMC8261641	2019	Cell Rep	Beyond Synthetic Lethality: Charting the Landscape of Pairwise Gene Expression States Associated with Survival in Cancer.	"Assaf Magen, Avinash Das Sahu, Joo Sang Lee, Mahfuza Sharmin, Alexander Lugo, J Silvio Gutkind, Alejandro A Schäffer, Eytan Ruppin, Sridhar Hannenhalli"		15	1.07	0.8 to 1.25	52.8	10.1016/j.celrep.2019.06.067	1R33CA225291-01
publication	31409640	PMC6774829	2019	Cancer Res	AMPK Alpha-1 Intrinsically Regulates the Function and Differentiation of Tumor Myeloid-Derived Suppressor Cells.	"Jimena Trillo-Tinoco, Rosa A Sierra, Eslam Mohamed, Yu Cao, Álvaro de Mingo-Pulido, Danielle L Gilvary, Carmen M Anadon, Tara Lee Costich, Sheng Wei, Elsa R Flores, Brian Ruffell, José R Conejo-Garcia, Paulo C Rodriguez"		12	1.07	0.8 to 1.25	52.6	10.1158/0008-5472.CAN-19-0880	1U01CA232758-01
publication	33063517	PMC8201660	2020	Acc Chem Res	Nano-Immune-Engineering Approaches to Advance Cancer Immunotherapy: Lessons from Ultra-pH-Sensitive Nanoparticles.	"Suxin Li, Zachary T Bennett, Baran D Sumer, Jinming Gao"		5	1.07	0.8 to 1.25		10.1021/acs.accounts.0c00475	1U54CA244719-01
publication	31861060	PMC6966679	2019	Cancers (Basel)	Clinicopathologic and Imaging Features of Non-Small-Cell Lung Cancer with MET Exon 14 Skipping Mutations.	"Subba R Digumarthy, Dexter P Mendoza, Eric W Zhang, Jochen K Lennerz, Rebecca S Heist"		12	1.08	0.8 to 1.25	53	10.3390/cancers11122033	1U54CA224068-01
publication	32393731	PMC7214452	2020	Blood Cancer J	Direct to Drug screening as a precision medicine tool in multiple myeloma.	"Cecilia Bonolo de Campos, Nathalie Meurice, Joachim L Petit, Alysia N Polito, Yuan Xiao Zhu, Panwen Wang, Laura A Bruins, Xuewei Wang, Ilsel D Lopez Armenta, Susie A Darvish, Greg J Ahmann, Kimberly J Henderson, Shulan Tian, Jonas J Kruse, William M Stewart, Jeremy T Larsen, Craig B Reeder, David Dingli, Prashant Kapoor, Shaji K Kumar, Rafael Fonseca, P Leif Bergsagel, Esteban Braggio, A Keith Stewart"		5	1.08	0.8 to 1.25		10.1038/s41408-020-0320-7	1U54CA224018-01
publication	28974511	PMC5683427	2017	Cancer Discov	"TOX Regulates Growth, DNA Repair, and Genomic Instability in T-cell Acute Lymphoblastic Leukemia."	"Riadh Lobbardi, Jordan Pinder, Barbara Martinez-Pastor, Marina Theodorou, Jessica S Blackburn, Brian J Abraham, Yuka Namiki, Marc Mansour, Nouran S Abdelfattah, Aleksey Molodtsov, Gabriela Alexe, Debra Toiber, Manon de Waard, Esha Jain, Myriam Boukhali, Mattia Lion, Deepak Bhere, Khalid Shah, Alejandro Gutierrez, Kimberly Stegmaier, Lewis B Silverman, Ruslan I Sadreyev, John M Asara, Marjorie A Oettinger, Wilhelm Haas, A Thomas Look, Richard A Young, Raul Mostoslavsky, Graham Dellaire, David M Langenau"		25	1.09	0.8 to 1.25	53.5	10.1158/2159-8290.CD-17-0267	3R00CA181500-04S1
publication	31452053	PMC6925618	2020	Ann Surg Oncol	Translation of Patient-Reported Outcomes in Oncology Clinical Trials to Everyday Practice.	"Srinivas Joga Ivatury, Hannah W Hazard-Jenkins, Gabriel A Brooks, Nadine J McCleary, Sandra L Wong, Deborah Schrag"		5	1.11	0.8 to 1.25		10.1245/s10434-019-07749-2	1UM1CA233080-01
publication	31542501	PMC7027943	2019	Acta Biomater	Mechanically tunable coaxial electrospun models of YAP/TAZ mechanoresponse and IGF-1R activation in osteosarcoma.	"Eric R Molina, Letitia K Chim, Maria C Salazar, Shail M Mehta, Brian A Menegaz, Salah-Eddine Lamhamedi-Cherradi, Tejus Satish, Sana Mohiuddin, David McCall, Ana Maria Zaske, Branko Cuglievan, Alexander J Lazar, David W Scott, Jane K Grande-Allen, Joseph A Ludwig, Antonios G Mikos"		9	1.15	0.8 to 1.25	55.5	10.1016/j.actbio.2019.09.029	3R01CA180279-05S1
publication	32430488	PMC7357849	2020	Mol Cancer Ther	Pathway-Specific Genome Editing of PI3K/mTOR Tumor Suppressor Genes Reveals that PTEN Loss Contributes to Cetuximab Resistance in Head and Neck Cancer.	"Hiroki Izumi, Zhiyong Wang, Yusuke Goto, Toshinori Ando, Xingyu Wu, Xuefeng Zhang, Hua Li, Daniel E Johnson, Jennifer R Grandis, J Silvio Gutkind"		5	1.16	0.8 to 1.25		10.1158/1535-7163.MCT-19-1036	1R33CA225291-01
publication	33095287	PMC7757912	2020	Cancer Chemother Pharmacol	"Safety, tolerability and pharmacokinetics of crizotinib in combination with cytotoxic chemotherapy for pediatric patients with refractory solid tumors or anaplastic large cell lymphoma (ALCL): a Children's Oncology Group phase 1 consortium study (ADVL1212)."	"Emily Greengard, Yael P Mosse, Xiaowei Liu, Charles G Minard, Joel M Reid, Stephan Voss, Keith Wilner, Elizabeth Fox, Frank Balis, Susan M Blaney, Peter C Adamson, Brenda J Weigel"		5	1.16	0.8 to 1.25		10.1007/s00280-020-04171-4	5UM1CA228823-03
publication	24973745	PMC4073265	2014	Dis Model Mech	"Zebrafish as a model to assess cancer heterogeneity, progression and relapse."	"Jessica S Blackburn, David M Langenau"		34	1.17	0.8 to 1.25	56	10.1242/dmm.015842	3R00CA181500-04S1
publication	30472189	PMC6510544	2019	Mol Cell	Nucleosome Turnover Regulates Histone Methylation Patterns over the Genome.	"Emma J Chory, Joseph P Calarco, Nathaniel A Hathaway, Oliver Bell, Dana S Neel, Gerald R Crabtree"		15	1.17	0.8 to 1.25	56.1	10.1016/j.molcel.2018.10.028	3R01CA163915-07S1
publication	31025418		2019	Magn Reson Med	"Response to Letter to the Editor: ""Nomenclature for real-time magnetic resonance imaging""."	Krishna S Nayak		4	1.18	0.8 to 1.25	56.6	10.1002/mrm.27770	1R33CA225400-01
publication	33270228		2020	FEBS Lett	G Protein-Coupled receptors and heterotrimeric G proteins as cancer drivers.	"Nadia Arang, J Silvio Gutkind"		5	1.18	0.8 to 1.25		10.1002/1873-3468.14017	1R33CA225291-01
publication	29859177	PMC6192704	2018	Pharmacol Ther	Targeting phosphatases of regenerating liver (PRLs) in cancer.	"Min Wei, Konstantin V Korotkov, Jessica S Blackburn"		14	1.2	0.8 to 1.25	57	10.1016/j.pharmthera.2018.05.014	3R00CA181500-04S1
publication	32556367	PMC7810220	2020	J Mol Med (Berl)	Comprehensive characterization of hepatocyte-derived extracellular vesicles identifies direct miRNA-based regulation of hepatic stellate cells and DAMP-based hepatic macrophage IL-1β and IL-17 upregulation in alcoholic hepatitis mice.	"Akiko Eguchi, Rui Yan, Stephanie Q Pan, Raymond Wu, Jihoon Kim, Yibu Chen, Charles Ansong, Richard D Smith, Mina Tempaku, Lucila Ohno-Machado, Yoshiyuki Takei, Ariel E Feldstein, Hidekazu Tsukamoto"		5	1.2	0.8 to 1.25		10.1007/s00109-020-01926-7	1U01AA027681-01
publication	31582538	PMC7271606	2020	Haematologica	Identification of PIKfyve kinase as a target in multiple myeloma.	"Cecilia Bonolo de Campos, Yuan Xiao Zhu, Nikolai Sepetov, Sergei Romanov, Laura Ann Bruins, Chang-Xin Shi, Caleb K Stein, Joachim L Petit, Alysia N Polito, Meaghen E Sharik, Erin W Meermeier, Gregory J Ahmann, Ilsel D Lopez Armenta, Jonas Kruse, P Leif Bergsagel, Marta Chesi, Nathalie Meurice, Esteban Braggio, A Keith Stewart"		5	1.21	0.8 to 1.25		10.3324/haematol.2019.222729	1U54CA224018-01
publication	30979745	PMC6634997	2019	Clin Cancer Res	High-throughput Chemical Screening Identifies Focal Adhesion Kinase and Aurora Kinase B Inhibition as a Synergistic Treatment Combination in Ewing Sarcoma.	"Sarah Wang, Elizabeth E Hwang, Rajarshi Guha, Allison F O'Neill, Nicole Melong, Chansey J Veinotte, Amy Conway Saur, Kellsey Wuerthele, Min Shen, Crystal McKnight, Gabriela Alexe, Madeleine E Lemieux, Amy Wang, Emma Hughes, Xin Xu, Matthew B Boxer, Matthew D Hall, Andrew Kung, Jason N Berman, Mindy I Davis, Kimberly Stegmaier, Brian D Crompton"		9	1.22	0.8 to 1.25	57.7	10.1158/1078-0432.CCR-17-0375	3R01CA204915-02S1
publication	32152322	PMC7062901	2020	Nat Commun	Minimal barriers to invasion during human colorectal tumor growth.	"Marc D Ryser, Diego Mallo, Allison Hall, Timothy Hardman, Lorraine M King, Sergei Tatishchev, Inmaculada C Sorribes, Carlo C Maley, Jeffrey R Marks, E Shelley Hwang, Darryl Shibata"		7	1.22	0.8 to 1.25		10.1038/s41467-020-14908-7	1U2CCA233254-01
publication	32409115	PMC7805560	2020	Eur Urol	A Germline Variant at 8q24 Contributes to Familial Clustering of Prostate Cancer in Men of African Ancestry.	"Burcu F Darst, Peggy Wan, Xin Sheng, Jeannette T Bensen, Sue A Ingles, Benjamin A Rybicki, Barbara Nemesure, Esther M John, Jay H Fowke, Victoria L Stevens, Sonja I Berndt, Chad D Huff, Sara S Strom, Jong Y Park, Wei Zheng, Elaine A Ostrander, Patrick C Walsh, Shiv Srivastava, John Carpten, Thomas A Sellers, Kosj Yamoah, Adam B Murphy, Maureen Sanderson, Dana C Crawford, Susan M Gapstur, William S Bush, Melinda C Aldrich, Olivier Cussenot, Meredith Yeager, Gyorgy Petrovics, Jennifer Cullen, Christine Neslund-Dudas, Rick A Kittles, Jianfeng Xu, Mariana C Stern, Zsofia Kote-Jarai, Koveela Govindasami, Anand P Chokkalingam, Luc Multigner, Marie-Elise Parent, Florence Menegaux, Geraldine Cancel-Tassin, Adam S Kibel, Eric A Klein, Phyllis J Goodman, Bettina F Drake, Jennifer J Hu, Peter E Clark, Pascal Blanchet, Graham Casey, Anselm J M Hennis, Alexander Lubwama, Ian M Thompson, Robin Leach, Susan M Gundell, Loreall Pooler, Lucy Xia, James L Mohler, Elizabeth T H Fontham, Gary J Smith, Jack A Taylor, Rosalind A Eeles, Laurent Brureau, Stephen J Chanock, Stephen Watya, Janet L Stanford, Diptasri Mandal, William B Isaacs, Kathleen Cooney, William J Blot, David V Conti, Christopher A Haiman"		6	1.22	0.8 to 1.25		10.1016/j.eururo.2020.04.060	5U19CA214253-02
publication	31848351	PMC6917801	2019	Sci Data	Highly multiplexed immunofluorescence images and single-cell data of immune markers in tonsil and lung cancer.	"Rumana Rashid, Giorgio Gaglia, Yu-An Chen, Jia-Ren Lin, Ziming Du, Zoltan Maliga, Denis Schapiro, Clarence Yapp, Jeremy Muhlich, Artem Sokolov, Peter Sorger, Sandro Santagata"		12	1.25	1.25 to 2	58.5	10.1038/s41597-019-0332-y	1U2CCA233262-01
publication	31848351	PMC6917801	2019	Sci Data	Highly multiplexed immunofluorescence images and single-cell data of immune markers in tonsil and lung cancer.	"Rumana Rashid, Giorgio Gaglia, Yu-An Chen, Jia-Ren Lin, Ziming Du, Zoltan Maliga, Denis Schapiro, Clarence Yapp, Jeremy Muhlich, Artem Sokolov, Peter Sorger, Sandro Santagata"		12	1.25	1.25 to 2	58.5	10.1038/s41597-019-0332-y	1U2CCA233280-01
publication	32179091	PMC7387152	2020	Gastroenterology	Combination of PD-1 Inhibitor and OX40 Agonist Induces Tumor Rejection and Immune Memory in Mouse Models of Pancreatic Cancer.	"Ying Ma, Jun Li, Huamin Wang, Yulun Chiu, Charles V Kingsley, David Fry, Samantha N Delaney, Spencer C Wei, Jianhua Zhang, Anirban Maitra, Cassian Yee"		6	1.26	1.25 to 2		10.1053/j.gastro.2020.03.018	1U24CA224020-01
publication	30197195	PMC6404985	2018	Cell Chem Biol	Small Molecule Targeting of Specific BAF (mSWI/SNF) Complexes for HIV Latency Reversal.	"Christine A Marian, Mateusz Stoszko, Lili Wang, Matthew W Leighty, Elisa de Crignis, Chad A Maschinot, Jovylyn Gatchalian, Benjamin C Carter, Basudev Chowdhury, Diana C Hargreaves, Jeremy R Duvall, Gerald R Crabtree, Tokameh Mahmoudi, Emily C Dykhuizen"		22	1.31	1.25 to 2	60.3	10.1016/j.chembiol.2018.08.004	3R01CA163915-07S1
publication	32471990	PMC7260243	2020	Nat Commun	Evolution and structure of clinically relevant gene fusions in multiple myeloma.	"Steven M Foltz, Qingsong Gao, Christopher J Yoon, Hua Sun, Lijun Yao, Yize Li, Reyka G Jayasinghe, Song Cao, Justin King, Daniel R Kohnen, Mark A Fiala, Li Ding, Ravi Vij"		6	1.31	1.25 to 2		10.1038/s41467-020-16434-y	1U2CCA233303-01
publication	33281820	PMC7689006	2020	Front Immunol	"Tumor-Specific Antibody, Cetuximab, Enhances the In Situ Vaccine Effect of Radiation in Immunologically Cold Head and Neck Squamous Cell Carcinoma."	"Won Jong Jin, Amy K Erbe, Ciara N Schwarz, Abigail A Jaquish, Bryce R Anderson, Raghava N Sriramaneni, Justin C Jagodinsky, Amber M Bates, Paul A Clark, Trang Le, Keng-Hsueh Lan, Yi Chen, KyungMann Kim, Zachary S Morris"		6	1.31	1.25 to 2		10.3389/fimmu.2020.591139	1U01CA233102-01
publication	31274701	PMC7010346	2020	Int J Gynecol Pathol	PD-L1 Expression Correlates With Young Age and CD8+ TIL Density in Poorly Differentiated Cervical Squamous Cell Carcinoma.	"Ozlen Saglam, Junmin Zhou, Xuefeng Wang, Jose R Conejo-Garcia"		5	1.32	1.25 to 2		10.1097/PGP.0000000000000623	1U01CA232758-01
publication	32644817	PMC7397775	2020	JCO Clin Cancer Inform	"Collaborative, Multidisciplinary Evaluation of Cancer Variants Through Virtual Molecular Tumor Boards Informs Local Clinical Practices."	"Shruti Rao, Beth Pitel, Alex H Wagner, Simina M Boca, Matthew McCoy, Ian King, Samir Gupta, Ben Ho Park, Jeremy L Warner, James Chen, Peter K Rogan, Debyani Chakravarty, Malachi Griffith, Obi L Griffith, Subha Madhavan"		6	1.32	1.25 to 2		10.1200/CCI.19.00169	3U24CA237719-02S1
publication	33044226	PMC7598057	2020	J Clin Invest	Landscape of coordinated immune responses to H1N1 challenge in humans.	"Zainab Rahil, Rebecca Leylek, Christian M Schürch, Han Chen, Zach Bjornson-Hooper, Shannon R Christensen, Pier Federico Gherardini, Salil S Bhate, Matthew H Spitzer, Gabriela K Fragiadakis, Nilanjan Mukherjee, Nelson Kim, Sizun Jiang, Jennifer Yo, Brice Gaudilliere, Melton Affrime, Bonnie Bock, Scott E Hensley, Juliana Idoyaga, Nima Aghaeepour, Kenneth Kim, Garry P Nolan, David R McIlwain"		5	1.32	1.25 to 2		10.1172/JCI137265	1U2CCA233195-01
publication	33044226	PMC7598057	2020	J Clin Invest	Landscape of coordinated immune responses to H1N1 challenge in humans.	"Zainab Rahil, Rebecca Leylek, Christian M Schürch, Han Chen, Zach Bjornson-Hooper, Shannon R Christensen, Pier Federico Gherardini, Salil S Bhate, Matthew H Spitzer, Gabriela K Fragiadakis, Nilanjan Mukherjee, Nelson Kim, Sizun Jiang, Jennifer Yo, Brice Gaudilliere, Melton Affrime, Bonnie Bock, Scott E Hensley, Juliana Idoyaga, Nima Aghaeepour, Kenneth Kim, Garry P Nolan, David R McIlwain"		5	1.32	1.25 to 2		10.1172/JCI137265	1U2CCA233238-01
publication	27655672	PMC5347718	2016	Oncotarget	Positive association of collagen type I with non-muscle invasive bladder cancer progression.	"Michael Brooks, Qianxing Mo, Ross Krasnow, Philip Levy Ho, Yu-Cheng Lee, Jing Xiao, Antonina Kurtova, Seth Lerner, Gui Godoy, Weiguo Jian, Patricia Castro, Fengju Chen, David Rowley, Michael Ittmann, Keith Syson Chan"		24	1.33	1.25 to 2	60.8	10.18632/oncotarget.12089	3R01CA175397-07S1
publication	30472158	PMC6602096	2019	Cell Stem Cell	IKZF2 Drives Leukemia Stem Cell Self-Renewal and Inhibits Myeloid Differentiation.	"Sun-Mi Park, Hyunwoo Cho, Angela M Thornton, Trevor S Barlowe, Timothy Chou, Sagar Chhangawala, Lauren Fairchild, James Taggart, Arthur Chow, Alexandria Schurer, Antoine Gruet, Matthew D Witkin, Jun Hyun Kim, Ethan M Shevach, Andrei Krivtsov, Scott A Armstrong, Christina Leslie, Michael G Kharas"		18	1.33	1.25 to 2	61.1	10.1016/j.stem.2018.10.016	5R01CA176745-09
publication	30346747	PMC6777840	2018	Anal Chem	Controlling Dispersion during Single-Cell Polyacrylamide-Gel Electrophoresis in Open Microfluidic Devices.	"Qiong Pan, Kevin A Yamauchi, Amy E Herr"		10	1.35	1.25 to 2	61.5	10.1021/acs.analchem.8b03233	1R33CA225296-01
publication	31534232	PMC6959005	2019	Nat Protoc	Qualifying antibodies for image-based immune profiling and multiplexed tissue imaging.	"Ziming Du, Jia-Ren Lin, Rumana Rashid, Zoltan Maliga, Shu Wang, Jon C Aster, Benjamin Izar, Peter K Sorger, Sandro Santagata"		14	1.37	1.25 to 2	62.1	10.1038/s41596-019-0206-y	1U2CCA233262-01
publication	32314924	PMC7340344	2020	J Med Chem	"Discovery, Structure-Activity Relationship, and Biological Activity of Histone-Competitive Inhibitors of Histone Acetyltransferases P300/CBP."	"Fangrui Wu, Yuanda Hua, Salma Kaochar, Shenyou Nie, Yi-Lun Lin, Yuan Yao, Jingyu Wu, Xiaowei Wu, Xiaoyong Fu, Rachel Schiff, Christel M Davis, Matthew Robertson, Erik A Ehli, Cristian Coarfa, Nicholas Mitsiades, Yongcheng Song"		7	1.37	1.25 to 2		10.1021/acs.jmedchem.9b02164	1U54CA233223-01
publication	31590108	PMC7558814	2019	Breast	Randomized controlled trial of cryotherapy to prevent paclitaxel-induced peripheral neuropathy (RU221511I); an ACCRU trial.	"Kathryn J Ruddy, Jennifer Le-Rademacher, Mario E Lacouture, Mary Wilkinson, Adedayo A Onitilo, Amy C Vander Woude, Maria T Grosse-Perdekamp, Travis Dockter, Angelina D Tan, Andreas Beutler, Charles L Loprinzi"		8	1.41	1.25 to 2	63.2	10.1016/j.breast.2019.09.011	1U01AR077511-01
publication	32001668	PMC6992623	2020	Oncogenesis	Protein tyrosine phosphatase 4A3 (PTP4A3/PRL-3) drives migration and progression of T-cell acute lymphoblastic leukemia in vitro and in vivo.	"M Wei, M G Haney, D R Rivas, J S Blackburn"		6	1.45	1.25 to 2		10.1038/s41389-020-0192-5	3R00CA181500-04S1
publication	32276990	PMC8020009	2020	Mol Cancer Res	Mesenchymal and MAPK Expression Signatures Associate with Telomerase Promoter Mutations in Multiple Cancers.	"Josh Lewis Stern, Grace Hibshman, Kevin Hu, Sarah E Ferrara, James C Costello, William Kim, Pablo Tamayo, Thomas R Cech, Franklin W Huang"		6	1.45	1.25 to 2		10.1158/1541-7786.MCR-19-1244	5U19CA214253-02
